Entity,Entropy,SemanticEntropy,Gap,Refusal
Xqtb Laur,0.15246125421434623,0.0,10.154344892026574,6.522968890746626e-09
Wnzatj SAS,0.1285889253015715,0.0,10.1721709280303,1.2531630731581042e-07
Vkitze GmbH,0.13860592346376843,0.0,10.120830176767678,1.8148978685299708e-08
Errg Zipo,0.19739596235731532,0.0,10.005514039855072,2.3513820719751662e-08
Txctcl AG,0.24067575005341932,0.0,9.555063004734057,1.1095225101161225e-07
Clsvfw AG,0.18419101029666735,0.0,9.890935846560845,6.480977266876478e-08
Skqn Esui,0.18568683595515836,0.0,9.778516433747413,2.051204164541363e-08
Lasnoj SAS,0.20309061798385536,0.0,9.664902760673234,4.6558251422387554e-08
Nchdfd AG,0.24264351905587478,0.0,9.342235503072196,2.7936123899333803e-08
Yrnw Lvgj,0.18226868176987365,0.0,9.960487255799755,1.6764641433689058e-08
Qsihxg GmbH,0.2211330959267266,0.0,9.56880523989899,6.283471418372259e-08
Okrb Qxpd,0.26034546473515974,0.0,9.194003921012849,2.573190617438675e-08
Mnmi Haem,0.1684308959007458,0.0,10.19550358495671,2.7201317789411084e-08
Qpubwe PLC,0.17981314230303183,0.0,9.665467372134039,3.270034789002359e-08
Ecxk Avfj,0.1852417612725453,0.0,9.585757211538462,1.05316572903819e-08
Dmimyu GmbH,0.18335088502251926,0.0,9.173378489326764,4.326273756451614e-09
Ajoo Gufx,0.1864605229863443,0.0,9.487948908730157,2.655502344299394e-08
Ctvepy SAS,0.10315172463238316,0.0,10.48140400055371,2.634886358658855e-09
Avrbci Ltd,0.20708091572987586,0.0,9.778476914414416,1.6015260682328054e-08
Cqndue LLC,0.07932187444296912,0.0,10.97256562881563,8.565667338305606e-10
Jzrcws SA,0.15125399287922672,0.0,10.224876488095237,4.844817205629931e-09
Mjlwxf NV,0.13868700401931694,0.0,10.068392148526076,4.201224198712437e-08
Tapd Abuk,0.20717933775342626,0.0,10.210284189895468,1.183686863527693e-08
Ffsi Mneb,0.21511655554464346,0.0,10.091131244164332,2.622520425485764e-08
