Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1.274253876759614, b=758.0)",0.0016782524499591982
Avrbci Ltd,"Beta(a=1, b=760.0)",0.001314060446780552
Clsvfw AG,"Beta(a=1, b=760.0)",0.001314060446780552
Cqndue LLC,"Beta(a=1, b=760.0)",0.001314060446780552
Ctvepy SAS,"Beta(a=1.7030713843932428, b=759.0)",0.0022388122888656755
Dmimyu GmbH,"Beta(a=1, b=760.0)",0.001314060446780552
Ecxk Avfj,"Beta(a=1, b=760.0)",0.001314060446780552
Errg Zipo,"Beta(a=1, b=760.0)",0.001314060446780552
Ffsi Mneb,"Beta(a=2.292123775487338, b=758.0)",0.003014793529761986
Jzrcws SA,"Beta(a=177.36506498390108, b=712.0)",0.1994288644417483
Lasnoj SAS,"Beta(a=6.166255919600857, b=756.0)",0.00809043416932817
Mjlwxf NV,"Beta(a=1.3329156189480742, b=759.0)",0.0017530684145944358
Mnmi Haem,"Beta(a=1, b=760.0)",0.001314060446780552
Nchdfd AG,"Beta(a=1.1976253171251505, b=759.0)",0.0015754131257981073
Okrb Qxpd,"Beta(a=1, b=760.0)",0.001314060446780552
Qpubwe PLC,"Beta(a=1, b=760.0)",0.001314060446780552
Qsihxg GmbH,"Beta(a=1.2249604629139264, b=758.0)",0.0016134354462833316
Skqn Esui,"Beta(a=1.3517138876359969, b=758.0)",0.0017800893353037389
Tapd Abuk,"Beta(a=1.0905263292061471, b=759.0)",0.001434732168644113
Txctcl AG,"Beta(a=1, b=760.0)",0.001314060446780552
Vkitze GmbH,"Beta(a=1.345421159100335, b=759.0)",0.0017694867643831174
Wnzatj SAS,"Beta(a=53.500234085956244, b=729.0)",0.06837088572689085
Xqtb Laur,"Beta(a=1, b=760.0)",0.001314060446780552
Yrnw Lvgj,"Beta(a=1, b=760.0)",0.001314060446780552
