Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=20.0)",0.047619047619047616
Avrbci Ltd,"Beta(a=1, b=19.0)",0.05
Clsvfw AG,"Beta(a=1, b=21.0)",0.045454545454545456
Cqndue LLC,"Beta(a=1, b=22.0)",0.043478260869565216
Ctvepy SAS,"Beta(a=1, b=20.0)",0.047619047619047616
Dmimyu GmbH,"Beta(a=1, b=23.0)",0.041666666666666664
Ecxk Avfj,"Beta(a=1, b=19.0)",0.05
Errg Zipo,"Beta(a=1, b=22.0)",0.043478260869565216
Ffsi Mneb,"Beta(a=1, b=20.0)",0.047619047619047616
Jzrcws SA,"Beta(a=526.6627054561075, b=268.0)",0.6627499967471384
Lasnoj SAS,"Beta(a=1, b=22.0)",0.043478260869565216
Mjlwxf NV,"Beta(a=1, b=22.0)",0.043478260869565216
Mnmi Haem,"Beta(a=1, b=21.0)",0.045454545454545456
Nchdfd AG,"Beta(a=1, b=19.0)",0.05
Okrb Qxpd,"Beta(a=1, b=26.0)",0.037037037037037035
Qpubwe PLC,"Beta(a=1, b=23.0)",0.041666666666666664
Qsihxg GmbH,"Beta(a=1, b=19.0)",0.05
Skqn Esui,"Beta(a=1, b=18.0)",0.05263157894736842
Tapd Abuk,"Beta(a=1, b=22.0)",0.043478260869565216
Txctcl AG,"Beta(a=1, b=20.0)",0.047619047619047616
Vkitze GmbH,"Beta(a=1, b=21.0)",0.045454545454545456
Wnzatj SAS,"Beta(a=1, b=21.0)",0.045454545454545456
Xqtb Laur,"Beta(a=1, b=21.0)",0.045454545454545456
Yrnw Lvgj,"Beta(a=1, b=20.0)",0.047619047619047616
