Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=21.0)",0.045454545454545456
Avrbci Ltd,"Beta(a=3.0, b=37.0)",0.075
Clsvfw AG,"Beta(a=1, b=21.0)",0.045454545454545456
Cqndue LLC,"Beta(a=1, b=23.0)",0.041666666666666664
Ctvepy SAS,"Beta(a=1, b=20.0)",0.047619047619047616
Dmimyu GmbH,"Beta(a=1, b=19.0)",0.05
Ecxk Avfj,"Beta(a=1, b=21.0)",0.045454545454545456
Errg Zipo,"Beta(a=1, b=21.0)",0.045454545454545456
Ffsi Mneb,"Beta(a=1, b=23.0)",0.041666666666666664
Jzrcws SA,"Beta(a=1, b=25.0)",0.038461538461538464
Lasnoj SAS,"Beta(a=1, b=19.0)",0.05
Mjlwxf NV,"Beta(a=1, b=22.0)",0.043478260869565216
Mnmi Haem,"Beta(a=1, b=20.0)",0.047619047619047616
Nchdfd AG,"Beta(a=1, b=20.0)",0.047619047619047616
Okrb Qxpd,"Beta(a=1, b=18.0)",0.05263157894736842
Qpubwe PLC,"Beta(a=1, b=21.0)",0.045454545454545456
Qsihxg GmbH,"Beta(a=1, b=20.0)",0.047619047619047616
Skqn Esui,"Beta(a=1, b=22.0)",0.043478260869565216
Tapd Abuk,"Beta(a=1, b=20.0)",0.047619047619047616
Txctcl AG,"Beta(a=1, b=20.0)",0.047619047619047616
Vkitze GmbH,"Beta(a=1, b=23.0)",0.041666666666666664
Wnzatj SAS,"Beta(a=573.3372945438925, b=250.0)",0.69635773618333
Xqtb Laur,"Beta(a=1, b=21.0)",0.045454545454545456
Yrnw Lvgj,"Beta(a=1, b=22.0)",0.043478260869565216
