Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1.6088602707858715, b=758.0)",0.002118011459492908
Avrbci Ltd,"Beta(a=5.099237130705977, b=757.0)",0.006691040854344036
Clsvfw AG,"Beta(a=1, b=760.0)",0.001314060446780552
Cqndue LLC,"Beta(a=1, b=760.0)",0.001314060446780552
Ctvepy SAS,"Beta(a=1.2380143994037465, b=755.0)",0.0016370697793960602
Dmimyu GmbH,"Beta(a=1.1473208383238171, b=758.0)",0.001511328311159466
Ecxk Avfj,"Beta(a=1, b=760.0)",0.001314060446780552
Errg Zipo,"Beta(a=1, b=760.0)",0.001314060446780552
Ffsi Mneb,"Beta(a=1.2295127631468725, b=759.0)",0.0016172915448626275
Jzrcws SA,"Beta(a=34.4750730548557, b=728.0)",0.04521468868055103
Lasnoj SAS,"Beta(a=1.790321157129725, b=754.0)",0.0023688066743018203
Mjlwxf NV,"Beta(a=1, b=760.0)",0.001314060446780552
Mnmi Haem,"Beta(a=1.3831746296051495, b=759.0)",0.0018190494947220735
Nchdfd AG,"Beta(a=1, b=760.0)",0.001314060446780552
Okrb Qxpd,"Beta(a=1, b=760.0)",0.001314060446780552
Qpubwe PLC,"Beta(a=1, b=760.0)",0.001314060446780552
Qsihxg GmbH,"Beta(a=1, b=760.0)",0.001314060446780552
Skqn Esui,"Beta(a=1.286718078086813, b=759.0)",0.0016924116224724815
Tapd Abuk,"Beta(a=1, b=760.0)",0.001314060446780552
Txctcl AG,"Beta(a=1, b=760.0)",0.001314060446780552
Vkitze GmbH,"Beta(a=1.6613664833785848, b=755.0)",0.0021956539040705464
Wnzatj SAS,"Beta(a=23.56724248279727, b=752.0)",0.030387104034141837
Xqtb Laur,"Beta(a=1, b=760.0)",0.001314060446780552
Yrnw Lvgj,"Beta(a=1.8051467688150389, b=752.0)",0.0023947127139590367
