Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=43.0)",0.022727272727272728
Avrbci Ltd,"Beta(a=1, b=42.0)",0.023255813953488372
Clsvfw AG,"Beta(a=1, b=38.0)",0.02564102564102564
Cqndue LLC,"Beta(a=1, b=40.0)",0.024390243902439025
Ctvepy SAS,"Beta(a=1, b=37.0)",0.02631578947368421
Dmimyu GmbH,"Beta(a=1, b=40.0)",0.024390243902439025
Ecxk Avfj,"Beta(a=1, b=41.0)",0.023809523809523808
Errg Zipo,"Beta(a=1, b=39.0)",0.025
Ffsi Mneb,"Beta(a=1, b=39.0)",0.025
Jzrcws SA,"Beta(a=2.698922897114318, b=61.0)",0.042369992683763014
Lasnoj SAS,"Beta(a=1, b=42.0)",0.023255813953488372
Mjlwxf NV,"Beta(a=1, b=40.0)",0.024390243902439025
Mnmi Haem,"Beta(a=1, b=43.0)",0.022727272727272728
Nchdfd AG,"Beta(a=1, b=42.0)",0.023255813953488372
Okrb Qxpd,"Beta(a=1, b=41.0)",0.023809523809523808
Qpubwe PLC,"Beta(a=1, b=45.0)",0.021739130434782608
Qsihxg GmbH,"Beta(a=1, b=38.0)",0.02564102564102564
Skqn Esui,"Beta(a=1, b=44.0)",0.022222222222222223
Tapd Abuk,"Beta(a=1, b=39.0)",0.025
Txctcl AG,"Beta(a=1, b=46.0)",0.02127659574468085
Vkitze GmbH,"Beta(a=1, b=45.0)",0.021739130434782608
Wnzatj SAS,"Beta(a=1, b=45.0)",0.021739130434782608
Xqtb Laur,"Beta(a=1, b=48.0)",0.02040816326530612
Yrnw Lvgj,"Beta(a=1, b=43.0)",0.022727272727272728
