Entity,Beta,Mean
Ajoo Gufx,"Beta(a=90.1022427643842, b=1)",0.9890233218233027
Avrbci Ltd,"Beta(a=122.19119170325624, b=1)",0.9918825365176367
Clsvfw AG,"Beta(a=169.8412568067914, b=1)",0.9941466129511625
Cqndue LLC,"Beta(a=173.05064862299028, b=1)",0.9942545459731892
Ctvepy SAS,"Beta(a=4.12427297173438, b=1)",0.8048503650145054
Dmimyu GmbH,"Beta(a=103.8945566832407, b=1)",0.9904666168424755
Ecxk Avfj,"Beta(a=7.650743752450615, b=1)",0.8844030029537383
Errg Zipo,"Beta(a=270.08757035255184, b=1)",0.996311155104974
Ffsi Mneb,"Beta(a=9.790269433124607, b=1)",0.90732390824921
Jzrcws SA,"Beta(a=10.074694738417245, b=1)",0.9097040574372602
Lasnoj SAS,"Beta(a=19.313474245427326, b=1)",0.950771591904073
Mjlwxf NV,"Beta(a=96.09540095154435, b=1)",0.98970085101663
Mnmi Haem,"Beta(a=2.3353819217868725, b=1)",0.7001842597191186
Nchdfd AG,"Beta(a=25.535688246598987, b=1)",0.9623149024548792
Okrb Qxpd,"Beta(a=95.94682865096391, b=1)",0.9896850674342295
Qpubwe PLC,"Beta(a=5.777585719205474, b=1)",0.8524548354783141
Qsihxg GmbH,"Beta(a=229.63620905000363, b=1)",0.9956641673737223
Skqn Esui,"Beta(a=5.789556020314821, b=1)",0.8527149644236043
Tapd Abuk,"Beta(a=125.6901280672922, b=1)",0.9921067251627621
Txctcl AG,"Beta(a=76.543732688905, b=1)",0.987104051284043
Vkitze GmbH,"Beta(a=97.40351989794105, b=1)",0.9898377618906605
Wnzatj SAS,"Beta(a=77.75646541738364, b=1)",0.9873026297625176
Xqtb Laur,"Beta(a=193.22469654955387, b=1)",0.994851324173675
Yrnw Lvgj,"Beta(a=5.892321034032086, b=1)",0.8549109951404877
