Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1.026912992936018, b=759.0)",0.0013511534596743451
Avrbci Ltd,"Beta(a=1.0253977676287618, b=759.0)",0.0013491625025171439
Clsvfw AG,"Beta(a=2.1131634765690457, b=752.0)",0.002802183516896935
Cqndue LLC,"Beta(a=1, b=760.0)",0.001314060446780552
Ctvepy SAS,"Beta(a=10.682295444841367, b=736.0)",0.014306346233209285
Dmimyu GmbH,"Beta(a=1.0157274002637064, b=759.0)",0.0013364557648538919
Ecxk Avfj,"Beta(a=1.5983694838850717, b=757.0)",0.002107003584746073
Errg Zipo,"Beta(a=1, b=760.0)",0.001314060446780552
Ffsi Mneb,"Beta(a=1.031187790174492, b=759.0)",0.0013567703625067251
Jzrcws SA,"Beta(a=1.3972910865396764, b=759.0)",0.0018375803056098114
Lasnoj SAS,"Beta(a=2.5841969813220427, b=753.0)",0.003420131061033723
Mjlwxf NV,"Beta(a=2.2979394566237348, b=742.0)",0.003087391936488969
Mnmi Haem,"Beta(a=6.0082754528870215, b=758.0)",0.007864149703516562
Nchdfd AG,"Beta(a=1, b=760.0)",0.001314060446780552
Okrb Qxpd,"Beta(a=3.13854627028045, b=757.0)",0.004128913453580454
Qpubwe PLC,"Beta(a=1, b=760.0)",0.001314060446780552
Qsihxg GmbH,"Beta(a=1.1109828399118744, b=757.0)",0.0014654620036634893
Skqn Esui,"Beta(a=1.0276361980013438, b=759.0)",0.0013521037249935282
Tapd Abuk,"Beta(a=1, b=760.0)",0.001314060446780552
Txctcl AG,"Beta(a=3.7264582333392093, b=754.0)",0.004917946566136218
Vkitze GmbH,"Beta(a=1, b=760.0)",0.001314060446780552
Wnzatj SAS,"Beta(a=26.609267294820963, b=726.0)",0.03535601865555725
Xqtb Laur,"Beta(a=2.053439465149346, b=758.0)",0.0027017040625384897
Yrnw Lvgj,"Beta(a=1.528016949059767, b=753.0)",0.0020251295044527522
