Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=24.0)",0.04
Avrbci Ltd,"Beta(a=1, b=26.0)",0.037037037037037035
Clsvfw AG,"Beta(a=1, b=25.0)",0.038461538461538464
Cqndue LLC,"Beta(a=1, b=27.0)",0.03571428571428571
Ctvepy SAS,"Beta(a=1, b=27.0)",0.03571428571428571
Dmimyu GmbH,"Beta(a=1, b=26.0)",0.037037037037037035
Ecxk Avfj,"Beta(a=1, b=23.0)",0.041666666666666664
Errg Zipo,"Beta(a=1, b=23.0)",0.041666666666666664
Ffsi Mneb,"Beta(a=1, b=28.0)",0.034482758620689655
Jzrcws SA,"Beta(a=1, b=26.0)",0.037037037037037035
Lasnoj SAS,"Beta(a=1, b=29.0)",0.03333333333333333
Mjlwxf NV,"Beta(a=1, b=27.0)",0.03571428571428571
Mnmi Haem,"Beta(a=1, b=32.0)",0.030303030303030304
Nchdfd AG,"Beta(a=1, b=24.0)",0.04
Okrb Qxpd,"Beta(a=1, b=22.0)",0.043478260869565216
Qpubwe PLC,"Beta(a=1, b=26.0)",0.037037037037037035
Qsihxg GmbH,"Beta(a=1, b=30.0)",0.03225806451612903
Skqn Esui,"Beta(a=1, b=26.0)",0.037037037037037035
Tapd Abuk,"Beta(a=1, b=28.0)",0.034482758620689655
Txctcl AG,"Beta(a=1, b=23.0)",0.041666666666666664
Vkitze GmbH,"Beta(a=1, b=26.0)",0.037037037037037035
Wnzatj SAS,"Beta(a=1, b=25.0)",0.038461538461538464
Xqtb Laur,"Beta(a=1, b=26.0)",0.037037037037037035
Yrnw Lvgj,"Beta(a=1, b=25.0)",0.038461538461538464
