Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=40.0)",0.024390243902439025
Avrbci Ltd,"Beta(a=1, b=41.0)",0.023809523809523808
Clsvfw AG,"Beta(a=1, b=40.0)",0.024390243902439025
Cqndue LLC,"Beta(a=1, b=41.0)",0.023809523809523808
Ctvepy SAS,"Beta(a=1, b=43.0)",0.022727272727272728
Dmimyu GmbH,"Beta(a=1, b=43.0)",0.022727272727272728
Ecxk Avfj,"Beta(a=1, b=43.0)",0.022727272727272728
Errg Zipo,"Beta(a=1, b=44.0)",0.022222222222222223
Ffsi Mneb,"Beta(a=1, b=38.0)",0.02564102564102564
Jzrcws SA,"Beta(a=1, b=47.0)",0.020833333333333332
Lasnoj SAS,"Beta(a=1, b=51.0)",0.019230769230769232
Mjlwxf NV,"Beta(a=1, b=43.0)",0.022727272727272728
Mnmi Haem,"Beta(a=1, b=41.0)",0.023809523809523808
Nchdfd AG,"Beta(a=1, b=43.0)",0.022727272727272728
Okrb Qxpd,"Beta(a=1, b=39.0)",0.025
Qpubwe PLC,"Beta(a=1, b=44.0)",0.022222222222222223
Qsihxg GmbH,"Beta(a=1, b=44.0)",0.022222222222222223
Skqn Esui,"Beta(a=1, b=43.0)",0.022727272727272728
Tapd Abuk,"Beta(a=1, b=40.0)",0.024390243902439025
Txctcl AG,"Beta(a=1, b=43.0)",0.022727272727272728
Vkitze GmbH,"Beta(a=1, b=44.0)",0.022222222222222223
Wnzatj SAS,"Beta(a=1, b=44.0)",0.022222222222222223
Xqtb Laur,"Beta(a=1, b=42.0)",0.023255813953488372
Yrnw Lvgj,"Beta(a=1, b=43.0)",0.022727272727272728
