Entity,Beta,Mean
Ajoo Gufx,"Beta(a=55.74263076297335, b=1)",0.9823765661451753
Avrbci Ltd,"Beta(a=17.347344770553487, b=1)",0.9454962005398762
Clsvfw AG,"Beta(a=5.994056847064271, b=1)",0.857021465243059
Cqndue LLC,"Beta(a=53.52762757022582, b=1)",0.9816606728632727
Ctvepy SAS,"Beta(a=13.575828542038437, b=1)",0.9313932654246116
Dmimyu GmbH,"Beta(a=70.77290350004255, b=1)",0.9860671653056448
Ecxk Avfj,"Beta(a=50.10269289476553, b=1)",0.9804315596037322
Errg Zipo,"Beta(a=87.42217721291149, b=1)",0.9886906200285919
Ffsi Mneb,"Beta(a=4.0526571105634055, b=1)",0.8020843334273888
Jzrcws SA,"Beta(a=340.03692717509927, b=1)",0.9970677662144001
Lasnoj SAS,"Beta(a=1, b=1)",0.5
Mjlwxf NV,"Beta(a=125.60163857810657, b=1)",0.9921012080788902
Mnmi Haem,"Beta(a=67.08094491197485, b=1)",0.9853116022215475
Nchdfd AG,"Beta(a=1, b=1)",0.5
Okrb Qxpd,"Beta(a=44.028891910700644, b=1)",0.9777920362334663
Qpubwe PLC,"Beta(a=110.15459711222368, b=1)",0.9910035209880669
Qsihxg GmbH,"Beta(a=289.73595287460404, b=1)",0.9965604529122983
Skqn Esui,"Beta(a=562.9585946880369, b=1)",0.9982268201789651
Tapd Abuk,"Beta(a=2.456975317473324, b=1)",0.7107297830720724
Txctcl AG,"Beta(a=1, b=1)",0.5
Vkitze GmbH,"Beta(a=5.854891528181425, b=1)",0.8541187711156538
Wnzatj SAS,"Beta(a=55.59899936760654, b=1)",0.9823318431213762
Xqtb Laur,"Beta(a=15.75795791786131, b=1)",0.9403268581469487
Yrnw Lvgj,"Beta(a=49.44727311709799, b=1)",0.9801773230105262
