Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=45.0)",0.021739130434782608
Avrbci Ltd,"Beta(a=1, b=41.0)",0.023809523809523808
Clsvfw AG,"Beta(a=1, b=40.0)",0.024390243902439025
Cqndue LLC,"Beta(a=1, b=41.0)",0.023809523809523808
Ctvepy SAS,"Beta(a=1, b=43.0)",0.022727272727272728
Dmimyu GmbH,"Beta(a=1, b=39.0)",0.025
Ecxk Avfj,"Beta(a=1, b=40.0)",0.024390243902439025
Errg Zipo,"Beta(a=1, b=43.0)",0.022727272727272728
Ffsi Mneb,"Beta(a=1, b=44.0)",0.022222222222222223
Jzrcws SA,"Beta(a=1.5128200131687175, b=50.0)",0.029367835284148307
Lasnoj SAS,"Beta(a=1, b=43.0)",0.022727272727272728
Mjlwxf NV,"Beta(a=1, b=42.0)",0.023255813953488372
Mnmi Haem,"Beta(a=1, b=42.0)",0.023255813953488372
Nchdfd AG,"Beta(a=1, b=43.0)",0.022727272727272728
Okrb Qxpd,"Beta(a=1, b=45.0)",0.021739130434782608
Qpubwe PLC,"Beta(a=1, b=44.0)",0.022222222222222223
Qsihxg GmbH,"Beta(a=1, b=46.0)",0.02127659574468085
Skqn Esui,"Beta(a=1, b=43.0)",0.022727272727272728
Tapd Abuk,"Beta(a=1, b=44.0)",0.022222222222222223
Txctcl AG,"Beta(a=1, b=38.0)",0.02564102564102564
Vkitze GmbH,"Beta(a=1, b=42.0)",0.023255813953488372
Wnzatj SAS,"Beta(a=1, b=38.0)",0.02564102564102564
Xqtb Laur,"Beta(a=1, b=45.0)",0.021739130434782608
Yrnw Lvgj,"Beta(a=1, b=42.0)",0.023255813953488372
