Entity,Entropy,SemanticEntropy,Gap,Refusal
Xqtb Laur,0.17747575613427866,0.0,9.875879014396457,2.2964841235369472e-08
Wnzatj SAS,0.1284989483323078,0.0,9.995290516774888,2.767845496846178e-07
Vkitze GmbH,0.09412370729247083,0.0,10.381307870370373,1.1372963004878235e-08
Errg Zipo,0.19976759614593814,0.0,9.654966787439614,6.0439385607742e-08
Txctcl AG,0.23018344268983848,0.0,9.203762009189639,7.434571606165542e-08
Clsvfw AG,0.15651308934537042,0.0,9.89359623015873,5.0379651586992783e-08
Skqn Esui,0.1711035548161802,0.0,9.76475155279503,4.429216450620045e-08
Lasnoj SAS,0.21510721555073747,0.0,9.552472034072249,5.8882317882168426e-08
Nchdfd AG,0.13991125157873247,0.0,9.733028513824886,2.3924643868872858e-08
Yrnw Lvgj,0.10277368137738818,0.0,9.933684371184372,8.142192663908131e-08
Qsihxg GmbH,0.13788529362770377,0.0,9.60627198322511,3.987669879658965e-08
Okrb Qxpd,0.24400145088321773,0.0,9.03372484410431,6.769252276764347e-08
Mnmi Haem,0.12740146597457355,0.0,10.262691084956712,2.6636962045544416e-08
Qpubwe PLC,0.1659930649139686,0.0,9.695193452380952,2.8394562876726197e-08
Ecxk Avfj,0.17527040310081227,0.0,9.57122825091575,1.8502327115266868e-08
Dmimyu GmbH,0.18049519403617498,0.0,9.265417179802956,4.4494394493545393e-08
Ajoo Gufx,0.1759659800062158,0.0,9.652552083333337,5.917708177533935e-08
Ctvepy SAS,0.10913038790483852,0.0,10.29018376245847,1.5066560624836876e-08
Avrbci Ltd,0.1547956507637425,0.0,9.697124356499357,2.999493604929604e-08
Cqndue LLC,0.0638716244101307,0.0,10.929801968864469,4.377733233565953e-09
Jzrcws SA,0.14473709019691205,0.0,10.0734375,2.3678659357324882e-08
Mjlwxf NV,0.13696473138375673,0.0,10.162866709183673,1.3535480077158288e-07
Tapd Abuk,0.1627966617949339,0.0,10.17205647502904,1.8382859916537418e-08
Ffsi Mneb,0.1400859086572194,0.0,10.039909401260505,5.157722679112342e-08
