Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=30.0)",0.03225806451612903
Avrbci Ltd,"Beta(a=1, b=32.0)",0.030303030303030304
Clsvfw AG,"Beta(a=1, b=32.0)",0.030303030303030304
Cqndue LLC,"Beta(a=1, b=27.0)",0.03571428571428571
Ctvepy SAS,"Beta(a=1, b=33.0)",0.029411764705882353
Dmimyu GmbH,"Beta(a=1, b=29.0)",0.03333333333333333
Ecxk Avfj,"Beta(a=1, b=32.0)",0.030303030303030304
Errg Zipo,"Beta(a=1, b=32.0)",0.030303030303030304
Ffsi Mneb,"Beta(a=1, b=29.0)",0.03333333333333333
Jzrcws SA,"Beta(a=14.469539543527352, b=174.0)",0.07677388918428162
Lasnoj SAS,"Beta(a=1, b=28.0)",0.034482758620689655
Mjlwxf NV,"Beta(a=1, b=36.0)",0.02702702702702703
Mnmi Haem,"Beta(a=1, b=28.0)",0.034482758620689655
Nchdfd AG,"Beta(a=1, b=31.0)",0.03125
Okrb Qxpd,"Beta(a=1, b=26.0)",0.037037037037037035
Qpubwe PLC,"Beta(a=1, b=29.0)",0.03333333333333333
Qsihxg GmbH,"Beta(a=1, b=31.0)",0.03125
Skqn Esui,"Beta(a=1, b=32.0)",0.030303030303030304
Tapd Abuk,"Beta(a=1, b=32.0)",0.030303030303030304
Txctcl AG,"Beta(a=1, b=29.0)",0.03333333333333333
Vkitze GmbH,"Beta(a=1, b=29.0)",0.03333333333333333
Wnzatj SAS,"Beta(a=126.79389909371531, b=117.0)",0.5200864318798037
Xqtb Laur,"Beta(a=1, b=30.0)",0.03225806451612903
Yrnw Lvgj,"Beta(a=1, b=29.0)",0.03333333333333333
