Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=32.0)",0.030303030303030304
Avrbci Ltd,"Beta(a=1, b=33.0)",0.029411764705882353
Clsvfw AG,"Beta(a=1, b=30.0)",0.03225806451612903
Cqndue LLC,"Beta(a=1, b=29.0)",0.03333333333333333
Ctvepy SAS,"Beta(a=1, b=26.0)",0.037037037037037035
Dmimyu GmbH,"Beta(a=1, b=27.0)",0.03571428571428571
Ecxk Avfj,"Beta(a=1, b=32.0)",0.030303030303030304
Errg Zipo,"Beta(a=1, b=28.0)",0.034482758620689655
Ffsi Mneb,"Beta(a=1, b=30.0)",0.03225806451612903
Jzrcws SA,"Beta(a=43.032105724787414, b=156.0)",0.21620685551249838
Lasnoj SAS,"Beta(a=1, b=29.0)",0.03333333333333333
Mjlwxf NV,"Beta(a=1, b=31.0)",0.03125
Mnmi Haem,"Beta(a=1, b=33.0)",0.029411764705882353
Nchdfd AG,"Beta(a=1, b=33.0)",0.029411764705882353
Okrb Qxpd,"Beta(a=1, b=29.0)",0.03333333333333333
Qpubwe PLC,"Beta(a=1, b=32.0)",0.030303030303030304
Qsihxg GmbH,"Beta(a=1, b=29.0)",0.03333333333333333
Skqn Esui,"Beta(a=1, b=30.0)",0.03225806451612903
Tapd Abuk,"Beta(a=1, b=36.0)",0.02702702702702703
Txctcl AG,"Beta(a=1, b=30.0)",0.03225806451612903
Vkitze GmbH,"Beta(a=1, b=31.0)",0.03125
Wnzatj SAS,"Beta(a=1, b=181.0)",0.005494505494505495
Xqtb Laur,"Beta(a=1, b=28.0)",0.034482758620689655
Yrnw Lvgj,"Beta(a=1, b=26.0)",0.037037037037037035
