Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=48.0)",0.02040816326530612
Avrbci Ltd,"Beta(a=1, b=45.0)",0.021739130434782608
Clsvfw AG,"Beta(a=1, b=41.0)",0.023809523809523808
Cqndue LLC,"Beta(a=1, b=44.0)",0.022222222222222223
Ctvepy SAS,"Beta(a=1, b=46.0)",0.02127659574468085
Dmimyu GmbH,"Beta(a=1, b=42.0)",0.023255813953488372
Ecxk Avfj,"Beta(a=1, b=40.0)",0.024390243902439025
Errg Zipo,"Beta(a=1, b=35.0)",0.027777777777777776
Ffsi Mneb,"Beta(a=1, b=40.0)",0.024390243902439025
Jzrcws SA,"Beta(a=1, b=43.0)",0.022727272727272728
Lasnoj SAS,"Beta(a=1, b=45.0)",0.021739130434782608
Mjlwxf NV,"Beta(a=1, b=46.0)",0.02127659574468085
Mnmi Haem,"Beta(a=1, b=43.0)",0.022727272727272728
Nchdfd AG,"Beta(a=1, b=43.0)",0.022727272727272728
Okrb Qxpd,"Beta(a=1, b=42.0)",0.023255813953488372
Qpubwe PLC,"Beta(a=1, b=48.0)",0.02040816326530612
Qsihxg GmbH,"Beta(a=1, b=42.0)",0.023255813953488372
Skqn Esui,"Beta(a=1, b=41.0)",0.023809523809523808
Tapd Abuk,"Beta(a=1, b=44.0)",0.022222222222222223
Txctcl AG,"Beta(a=1, b=39.0)",0.025
Vkitze GmbH,"Beta(a=1, b=44.0)",0.022222222222222223
Wnzatj SAS,"Beta(a=1, b=39.0)",0.025
Xqtb Laur,"Beta(a=1, b=43.0)",0.022727272727272728
Yrnw Lvgj,"Beta(a=1, b=41.0)",0.023809523809523808
