Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=21.0)",0.045454545454545456
Avrbci Ltd,"Beta(a=1, b=23.0)",0.041666666666666664
Clsvfw AG,"Beta(a=1, b=23.0)",0.041666666666666664
Cqndue LLC,"Beta(a=1, b=20.0)",0.047619047619047616
Ctvepy SAS,"Beta(a=1, b=27.0)",0.03571428571428571
Dmimyu GmbH,"Beta(a=1, b=23.0)",0.041666666666666664
Ecxk Avfj,"Beta(a=1, b=23.0)",0.041666666666666664
Errg Zipo,"Beta(a=1, b=23.0)",0.041666666666666664
Ffsi Mneb,"Beta(a=1, b=21.0)",0.045454545454545456
Jzrcws SA,"Beta(a=6.047571158651795, b=255.0)",0.023166548272446408
Lasnoj SAS,"Beta(a=1, b=24.0)",0.04
Mjlwxf NV,"Beta(a=1, b=24.0)",0.04
Mnmi Haem,"Beta(a=1, b=28.0)",0.034482758620689655
Nchdfd AG,"Beta(a=1, b=20.0)",0.047619047619047616
Okrb Qxpd,"Beta(a=1, b=24.0)",0.04
Qpubwe PLC,"Beta(a=1, b=23.0)",0.041666666666666664
Qsihxg GmbH,"Beta(a=1, b=23.0)",0.041666666666666664
Skqn Esui,"Beta(a=1, b=24.0)",0.04
Tapd Abuk,"Beta(a=1, b=21.0)",0.045454545454545456
Txctcl AG,"Beta(a=1, b=22.0)",0.043478260869565216
Vkitze GmbH,"Beta(a=1, b=22.0)",0.043478260869565216
Wnzatj SAS,"Beta(a=452.22613612599537, b=40.0)",0.9187365378140726
Xqtb Laur,"Beta(a=1, b=24.0)",0.04
Yrnw Lvgj,"Beta(a=1, b=23.0)",0.041666666666666664
