Entity,Beta,Mean
Ajoo Gufx,"Beta(a=1, b=36.0)",0.02702702702702703
Avrbci Ltd,"Beta(a=1, b=39.0)",0.025
Clsvfw AG,"Beta(a=2.3260741573593497, b=57.0)",0.03920829399885046
Cqndue LLC,"Beta(a=1, b=40.0)",0.024390243902439025
Ctvepy SAS,"Beta(a=1, b=43.0)",0.022727272727272728
Dmimyu GmbH,"Beta(a=1, b=37.0)",0.02631578947368421
Ecxk Avfj,"Beta(a=1, b=37.0)",0.02631578947368421
Errg Zipo,"Beta(a=1, b=37.0)",0.02631578947368421
Ffsi Mneb,"Beta(a=1, b=34.0)",0.02857142857142857
Jzrcws SA,"Beta(a=1, b=41.0)",0.023809523809523808
Lasnoj SAS,"Beta(a=1, b=40.0)",0.024390243902439025
Mjlwxf NV,"Beta(a=1, b=36.0)",0.02702702702702703
Mnmi Haem,"Beta(a=6.077780132043935, b=107.0)",0.053748668615060786
Nchdfd AG,"Beta(a=2.0042469984309697, b=54.0)",0.035787410881305506
Okrb Qxpd,"Beta(a=1, b=40.0)",0.024390243902439025
Qpubwe PLC,"Beta(a=1, b=35.0)",0.027777777777777776
Qsihxg GmbH,"Beta(a=1, b=37.0)",0.02631578947368421
Skqn Esui,"Beta(a=1, b=43.0)",0.022727272727272728
Tapd Abuk,"Beta(a=1, b=37.0)",0.02631578947368421
Txctcl AG,"Beta(a=1, b=41.0)",0.023809523809523808
Vkitze GmbH,"Beta(a=1, b=36.0)",0.02702702702702703
Wnzatj SAS,"Beta(a=1, b=40.0)",0.024390243902439025
Xqtb Laur,"Beta(a=1, b=37.0)",0.02631578947368421
Yrnw Lvgj,"Beta(a=1, b=35.0)",0.027777777777777776
